,beer_kor_name,beer_eng_name,class,country,description,score,aroma,appearance,flavor,mouthfeel,type
73,제주 성산일출봉,Jeju Seongsan Ilchulbong Ale,Blonde Ale / Golden Ale,KR,"This is a Golden Ale that portrays the golden ray of Seongsan Ilchulbong (Sunrise Peak) tuff cone on Jeju Island, Korea.

Brewed entirely with Jeju's clear water, barley and hops, this premium beer is loved by everyone due to its fresh and rich taste.",2.9,3,5.5,2.5,12.5,에일
74,제주 위트 에일,Jeju Wit Ale,Witbier / Belgian White Ale,KR ,In partnership with Brooklyn Brewery.,2.752631579,3.235294118,5.941176471,3.176470588,12.11764706,"밀맥주, 벨기에 에일"
75,제주 펠롱 에일,Jeju Pellong Ale,Pale Ale,KR ,,2.98,3.333333333,6,3,12.33333333,에일
76,카스 라이트,Cass Light,Pale Lager - American,KR,,1.745454545,2.71875,3.1875,2.125,6.03125,라거
77,카스 프레쉬,Cass Fresh,Pale Lager - International / Premium,KR,"Cass was launched in 1994 and is brewed for mainstream beer drinkers looking for differentiated beer taste. Cass is a most distinguished lager beer. Cass offers refreshment and vitality for young, vivid, active, modern and rebellious consumers, with emphasis on freshness (100% non-pasteurized brewing process) and fizzy, crisp, and sparkling taste.",1.781081081,2.29209622,3.360824742,2.024054983,6.443298969,라거
78,칼스버그,Carlsberg Pilsner,Pilsener / Pils / Pilsner,DK ,"Danish: Carlsberg er egentlig blevet en del af den danske kulturarv og den danske tørst.


Du oplever en harmonisk balance mellem bitterhed og sødmefulde æbler, mens du nyder den lyse gyldne farve med det flotte skum og duften af fyrretræ, stra, hasselnød og skovsyre. Ja, det er næsten som en forarsdag i Danmark. Og sadan klæder Carlsberg ogsa det danske køkken hele vejen rundt.

Previously sold in the UK in gold coloured labels/cans as Carlsberg Export. The current UK Carlsberg Export is the same as the standard Carlsberg Export.",2.262831359,2.894988067,4.479713604,2.503579952,8.885441527,필스너
79,코로나,Corona Extra,Pale Lager - American,MX ,"Corona Extra is the number-one selling beer in Mexico and the leading export brand from Mexico. This pilsener type beer was first brewed in 1925 by Cerveceria Modelo, located in Mexico City.",1.793970588,2.604712042,4.104712042,2.335078534,7.960732984,라거
80,코로나 라이트,Corona Light,Pale Lager - American,MX,"99 Calories:
Corona Light has approximately 30% less calories than Corona Extra with the same refreshing taste, and is also brewed with the highest quality ingredients.",1.399806576,2.153153153,2.952702703,1.894144144,5.40990991,라거
81,코젤 다크,Kozel ?erny (Dark) 10°,Dark Lager - Dunkel / Tmavy,CZ,Tmave vy?epni pivo vyrab?ne z pe?liv? vybrane sm?si ?ty? druh? slad?.,2.999630656,3.412587413,5.666666667,2.96969697,11.47785548,"라거, 흑맥주"
82,코젤 라거,Kozel Premium Lager 12°,Pilsener - Bohemian / Czech,CZ,"Has a smoothly bitter taste, a soft  malt and hops scent and sparkles perfectly. This highly malted beer is considered to be an excellent lager both at home and abroad
This beer is also brewed at ""Plzensky Prazdroj (SABMiller)"" in Plzen, Czech Republic.",2.892371706,3.110344828,5.487356322,2.91954023,10.99310345,필스너
83,퀸즈 에일 블론드,Queen's Ale Blonde Type,Pale Ale - English,KR,"Fruity, floral and citrus-like hoppy flavor with well-balanced hop bitterness made by triple hopping process.",3.0375,3.375,5.875,3.25,11.5,에일
84,퀸즈 에일 엑스트라 비터,Queen's Ale Extra Bitter Type,Bitter - Premium / Strong / Extra Special (ESB),KR,Ale with more intense and profound taste.,2.883333333,3.416666667,5.5,3.25,11,"에일, 기타"
85,클라우드,Kloud Original Gravity,Pale Lager - International / Premium,KR ,"100% Malt Real Beer. Original Gravity. Rich &amp; Smooth. 
Kloud is a premium beer that uses European hops and yeast from Germany.",2.371296296,2.903846154,4.461538462,2.576923077,8.817307692,라거
86,타이거,Tiger Beer,Pale Lager - International / Premium,SG,"Born and launched in Singapore in 1932, Tiger Beer is enjoyed in more than 50 countries across Asia, Europe, US, Latin America, Australia and the Middle East. As one of the leading contemporary beer brands in the world, Tiger Beer goes through a strict brewing process which takes over 500 hours and uses only the finest quality ingredients from Australia and Europe. The beer has also won more than 40 international accolades and awards.",2.164350282,2.690866511,4.25058548,2.414519906,8.466042155,라거
87,타이거 라들러 레몬,Tiger Radler Lemon,Radler / Shandy,SG,"Tiger Radler is a delicious thirst quencher with a citrusy bite of natural lemon juice, a taste that goes with barbeques, afternoon drinks and street food with great friends. A first in Singapore and Asia, Tiger Radler offers double refreshment for maximum enjoyment in a tropical climate.",2.045454545,2.454545455,4.136363636,2.409090909,7.681818182,과일
88,테라,Terra,Pale Lager - International / Premium,KR,Australian Golden Triangle Malt Premium Quality TERRA From AGT. 100% Real carbonated beer made from pure AGT Malt.,1.788888889,2.461538462,3.692307692,1.923076923,7.384615385,라거
89,칭따오,Tsingtao,Pale Lager - International / Premium,CN,"Tsingtao Beer has a pleasant aroma and a well-balanced taste. It has high-malty flavor and well-hopped character.
Tsingtao is produced with spring water from Laoshan, a mountain area famous throughout China for the purity of its water. The domestically-grown hops used to brew Tsingtao are of such high quality that they are also exported to European breweries. Tsingtao also uses the finest yeast and barley imported from Australia and Canada in its brewing process.



NOTE: Under this entry, rate ONLY exported Tsingtao that roughly matches the ABV and local Tsingtao that matches it completely. If it differs in any way and doesn’t match the other entries under the brewer, please send in a bug report with the alcohol percentage, degrees plato (important!), the GTIN and preferably a link to a picture of both the front and the back label so that we can set up an entry.",2.059072848,2.590047393,4.161137441,2.40521327,8.225118483,라거
90,칭따오 위트,Tsingtao Wheat Beer,Weissbier - Hefeweizen,CN,"The Tsingtao Wheat Beer
Brewed with 100% malt, smooth and light in flavour with an elegant floral finish. Brewed and bottled by Tsingtao Brewery CO., LTD. Qingdao, China",2.790909091,3.0625,5.5625,2.59375,11.15625,밀맥주
91,칭따오 퓨어 드래프트,Tsingtao Draft Beer 11º (Pure Draft Beer),Pale Lager - International / Premium,CN,"Tsingtao Pure Draft is a smooth, crisp and light-tasting draft beer. It is brewed with domestically-grown hops, select barley, all-natural yeast and pure spring water from China’s Laoshan Mountains. Tsingtao Pure Draft is brewed with an exclusive low temperature filtration process preserving the beer’s true flavor to create an incredibly refreshing beer-drinking experience. It is the perfect accompaniment to Pan-Asian cuisine and light appetizers.



4.3% alcohol by volume, 3.38% alcohol by weight, 132 calories per 11.2 oz. bottle.",1.921495327,2.198113208,3.764150943,2.235849057,7.679245283,라거
92,파울라너 오리지널 뮌헨,Paulaner Original Munchner Hell (Premium Lager),Helles / Dortmunder Export,DE,"When the Original Munchner was brewed for the first time at the end of the 19th Century, it was a spectacular success. With its hoppy taste, subtle, light and elegant, it becomes ever popular. Today the Paulaner Original Munchner is the best sold Munchner Hellbier (lager beer) in the world and Paulaner's No. 1 export beer in over 30 countries with its wonderfully subtle, spicy, naturally hearty taste.",3.041020266,3.326190476,6.04047619,3.142857143,12.17380952,"라거, 기타"
93,파울라너 옥토버페스트 맥주,Paulaner Oktoberfest Bier (Wiesn Bier),Marzen / Oktoberfest Bier,DE,"Please note, this is NOT the Oktoberfest Marzen, which is also sold in the US.


Also sold as Paulaner Wiesn Bier in 1L cans",3.13150392,3.366197183,6.136150235,3.251173709,12.36384977,"라거, 기타"
94,파울라너 살베이터,Paulaner Salvator,Bock - Doppelbock,DE,"The Paulaner Salvator with its strong,typically malty taste is the original Paulaner. The bottom-fermented Doppelbock-Bier unites the finest hops and dark barley malt. The Paulaner monks served Salvator as a replacement for food at Lent. Their most famous brewer was Brother Barnabas, who was the head of the Paulaner monastery brewery starting from 1773. Its original recipe is today almost the same as it was in Barnabas’ time. In order to protect the original recipe, Paulaner had the trade mark ""Salvator"" patented in 1896.



Original wort 18,3%

alcohol 7,9%

calories 68,0 kcal/100 m
",3.590732967,3.692671395,7.132387707,3.63356974,14.62411348,"라거, 기타"
95,파울라너 헤페 바이스비어,Paulaner Hefe-Weissbier,Weissbier - Hefeweizen,DE,"Unfiltered bottles and cans.

""Naturtrub"".

Ingredients: Water; Malted wheat; Malted barley; Yeast; Hops.",3.603168713,3.974293059,7.143958869,3.63496144,14.50899743,밀맥주
96,파타고니아,Patagonia,Pale Lager - International / Premium,AR,Pura Cerveza Argentina for export to Canada.  Editor's Note:  Possible alias of Chilean beer Patagonia?,1.775714286,2.101449275,3.47826087,1.869565217,6.376811594,라거
97,파타고니아 앰버 라거,Patagonia Amber Lager,Amber Lager - International / Vienna,AR,"A beer unique and with identity. An equilibrated combination of hops from Patagonia and the blend of fine malts is perceived in its taste, delicate aroma and amber color.",2.917171717,3.29787234,5.744680851,2.840425532,11.27659574,라거
98,파타고니아 바이스,Patagonia Weisse,Witbier / Belgian White Ale,AR,,2.825454545,3.245283019,5.716981132,2.924528302,11.11320755,라거
99,파타고니아 보헤미안 필스너,Patagonia Bohemian Pilsener,Pilsener / Pils / Pilsner,AR,La combinacion de maltas seleccionadas y lupulo patagonica origina una cerveza de gran cuerpo y amargor equilibrado.,2.923076923,3.202702703,5.648648649,2.932432432,11.21621622,"밀맥주, 벨기에 에일"
100,페로니,Peroni,Pale Lager - International / Premium,IT,"Bottle &amp; can; Filtered. 

Ingredients: Water; Barley Malt; Corn grits; Hop pellets; Hop extract.

The original Italian lager. Peroni is the number one lager brand in Italy and has been for over one and a half centuries. This premium, clear, golden-yellow lager, with 4.7 ABV, is the result of the dedication to brewing of generations of the most qualified braumeisters.


Brewed using the finest spring barley malts and hops, its taste is slightly bitter. A refreshing smooth lager, Peroni is suitable for all occasions.
10.65°",2.169716776,2.727688787,4.375286041,2.487414188,8.556064073,라거
101,필굿,Happoshu Filgood,Pale Lager - American,KR,Happoshu. FilGood. Cool refreshing taste of unique aromatic hop.,1.166666667,1,2,1.333333333,5.333333333,라거
102,필라이트,FiLite,Pale Lager - International / Premium,KR,A perfectly balanced barley flavor is created by using 100% aroma hops.,2.388888889,2.555555556,4.555555556,2.777777778,10,라거
103,필라이트 후레쉬,Filite Fresh Cool & Clear,Pale Lager - International / Premium,KR,Filite Fresh Cool &amp; Clear,1.366666667,0,0,0,0,라거
104,필라이트 바이젠,Filite Weizen,Witbier / Belgian White Ale,KR,Filite Weizen Soft &amp; Rich- Wheat 3.38% Wheat Malt 0.96%,1.6,0,0,0,0,"밀맥주, 벨기에 에일"
105,필스너 우르켈,Pilsner Urquell,Pilsener - Bohemian / Czech,CZ,"It is called the ""model of meter"" among beers. All other pilsners are a better or worse attempt to copy the original - the first ever Pilsner Urquell. Its unparalleled exceptionality is guaranteed by the same recipe dating from 1842.",3.294063294,3.676923077,6.679487179,3.482051282,13.55897436,필스너
106,핏츠,Fitz Super Clear,Pale Lager - American,KR,,1.862962963,0,0,0,0,라거
107,하얼빈,Harbin Beer,Pale Lager - International / Premium,CN,"Filtered bottle.

Ingredients: Two-row malt, European and Chinese “Qindao Dahua” hops, rice, and German yeast.

Harbin Beer, the earliest Chinese beer, brewed in 1900 in the origin of the beer industry in China. With hundred years of infusion of China’s traditional culture Harbin Beer brings a pure good taste. 
Inspired by the Tradition and Culture of China’s Most Northern Province of Hellongjiang. 

NOTE: Under this entry, rate ONLY exported Harbin that roughly matches the ABV and local Harbin that matches it completely. If it differs in any way and doesn’t match the other entries under the brewer, please send in a bug report with the alcohol percentage, degrees plato (important!), the GTIN and preferably a link to a picture of both the front and the back label so that we can set up an entry.",1.983283582,2.424698795,3.906626506,2.274096386,7.677710843,라거
108,하이네켄,Heineken,Pale Lager - International / Premium,NL,"100% Barley malt, choice hops and pure water give this brew unsurpassed clarity.",2.167871581,2.886597938,4.518041237,2.551546392,9.095360825,라거
109,하이네켄 논알코올,Heineken 0.0,Low / No Alcohol Beer - Pale,NL ,"Onze meesterbrouwers hebben lange tijd gebrouwen en geproefd om tot een goed smakend 0.0 bier te komen: een alcoholvrij bier met een verfrissend en fruitige smaak, gecombineerd met een zacht moutige body. Een 0.0 bier gebrouwen met de kwaliteit die je sinds 1873 van ons kunt verwachten: met natuurlijke ingredienten en een verfrissend smaak dankzij Heineken’s unieke A-gist. Benieuwd? Proef het zelf!

Introduced in Holland in March 2017",2.065286624,2.695205479,4.054794521,2.157534247,8.017123288,무알코올
110,하이네켄 다크라거,Heineken Dark Lager,Dark Lager - International / Premium,NL,,2.672616984,3.136160714,5.247767857,2.752232143,10.68526786,"라거, 흑맥주"
111,하이트,Hite Beer,Pale Lager - International / Premium,KR,"ABV may vary around 4.5% ABV. 
The No. 1 selling KOREAN Beer Brewed &amp; bottled in Korea at HITE Brewery co. ltd. Seoul. Brewed form Purest underground well water, Canadian Harrington barley, Parle Aroma and Yakima hops, yeast and no additives or preservative.",1.886149936,2.475225225,3.759009009,2.184684685,7.153153153,라거
112,하이트 엑스트라 콜드,Hite Extra Cold,Pale Lager - International / Premium,KR,,2.158333333,2.681818182,4.181818182,2.522727273,8.090909091,라거
113,하이트 제로,Hite Zero,Low / No Alcohol Beer - Pale,KR,,1.941666667,2.416666667,3.25,1.916666667,8.25,무알코올
114,호가든,Hoegaarden,Wheat Ale,KR,"Infused with green grape, made in korea, OB COMPANY",3.521142981,3.679197995,6.817042607,3.43358396,13.85463659,밀맥주
115,호가든 로제,Hoegaarden Rosee,Flavored - Fruit,BE,"The story of the jam jars gave us an idea. Hoegaarden Rosee. It might be pink but it is very much a wheat beer. It also features the soft taste and subtle colour of raspberries. And while it doesn’t feature a higher alcohol percentage, it does mean you can enjoy it even more in the sun.


Ingredients: water, barley malt, unmalted wheat, fruits (10%), raspberry (6%), sugar, sweetener, hops, yeast.",2.541638225,3,4.892376682,2.647982063,9.755605381,과일
116,홉 하우스 13,Hop House 13 Lager,Pale Lager - International / Premium,IE,"Named after an early 1900’s hop store building at St. James’s Gate where hops are still stored, Hop House 13 is a double-hopped lager made with Irish barley and aromatic hops and continues the 256 years of heritage and brewing excellence at St. James’s Gate.
A crisp and full-flavoured lager with subtle malty notes and fresh hop aromas with hints of Apricot and Peach.",2.933001988,3.266990291,5.786407767,2.958737864,11.50485437,라거
117,홉탄두 IPA,Kabrew Hoptandu IPA,IPA,KR,"Description: Generous amount of hops make rich scent and bitter taste, Recognized by European Beer Star

Spec: ABV 6.3% / IBU 75 / SRM 8

Food Pairing: Cheese Burger, Mac and cheese, Taco

Award: 2017 European Beer Star Traditional IPA Gold Medal and 3 more",3.45,4,6,4.5,13.5,IPA
